,Sentence,subject,predicate,arguments,tokens
2675,"As we are living in an age where intellectual capital is so valuable, it is important for every young person to obtain the very best possible education they can.",['we intellectual capital it every young person they'],['living obtain'],['the possible education can'],"['As', 'we', 'are', 'living', 'in', 'an', 'age', 'where', 'intellectual', 'capital', 'is', 'so', 'valuable', ',', 'it', 'is', 'important', 'for', 'every', 'young', 'person', 'to', 'obtain', 'the', 'very', 'best', 'possible', 'education', 'they', 'can', '.']"
2676,"As to our family, within the last ten days our youngest daughter Elizabeth was married to a young man from Buenos Aires, Argentina.",['our youngest daughter elizabeth'],[''],[''],"['As', 'to', 'our', 'family', ',', 'within', 'the', 'last', 'ten', 'days', 'our', 'youngest', 'daughter', 'Elizabeth', 'was', 'married', 'to', 'a', 'young', 'man', 'from', 'Buenos', 'Aires', ',', 'Argentina', '.']"
2677,They met while they were both working on a project as lawyers in Buenos Aires.,['they they'],['met working'],[''],"['They', 'met', 'while', 'they', 'were', 'both', 'working', 'on', 'a', 'project', 'as', 'lawyers', 'in', 'Buenos', 'Aires', '.']"
2678,"They're currently on their honeymoon but shortly after returning will be moving from Buenos Aires to Miami, Florida.",['they'],['returning moving'],[''],"['They', ""'re"", 'currently', 'on', 'their', 'honeymoon', 'but', 'shortly', 'after', 'returning', 'will', 'be', 'moving', 'from', 'Buenos', 'Aires', 'to', 'Miami', ',', 'Florida', '.']"
2679,This past Thursday night our sixth grandchild was born.,['our sixth grandchild'],['born'],[''],"['This', 'past', 'Thursday', 'night', 'our', 'sixth', 'grandchild', 'was', 'born', '.']"
2680,It was born to our son David and his wife Courtney.,['it'],['born'],[''],"['It', 'was', 'born', 'to', 'our', 'son', 'David', 'and', 'his', 'wife', 'Courtney', '.']"
2681,"It was a 7 lb., 10 oz., 20 inch little boy.",['it'],[''],"['a 7 lb . , oz . , boy']","['It', 'was', 'a', '7', 'lb', '.', ',', '10', 'oz', '.', ',', '20', 'inch', 'little', 'boy', '.']"
2682,So we now have three grandsons and three granddaughters ranging from about 2 years - 4 months down to a few days.,['we'],['have ranging'],['three grandsons and granddaughters'],"['So', 'we', 'now', 'have', 'three', 'grandsons', 'and', 'three', 'granddaughters', 'ranging', 'from', 'about', '2', 'years', '-', '4', 'months', 'down', 'to', 'a', 'few', 'days', '.']"
2683,They are a great deal of fun.,['they'],[''],['a great deal of'],"['They', 'are', 'a', 'great', 'deal', 'of', 'fun', '.']"
2684,We are doing quite well.,['we'],['doing'],[''],"['We', 'are', 'doing', 'quite', 'well', '.']"
2685,"I am looking forward to seeing Ginger ""Rees"" Copeland when she comes to Houston.",['i she'],['looking seeing comes'],"['rees "" copeland']","['I', 'am', 'looking', 'forward', 'to', 'seeing', 'Ginger', '""', 'Rees', '""', 'Copeland', 'when', 'she', 'comes', 'to', 'Houston', '.']"
2686,I would be delighted to arrange tickets for you and your family should you ever have occasion to visit Houston.,['i you'],['arrange have visit'],['tickets occasion visit houston'],"['I', 'would', 'be', 'delighted', 'to', 'arrange', 'tickets', 'for', 'you', 'and', 'your', 'family', 'should', 'you', 'ever', 'have', 'occasion', 'to', 'visit', 'Houston', '.']"
2687,I hope you have a great summer.,['i you'],['hope have'],['a great summer'],"['I', 'hope', 'you', 'have', 'a', 'great', 'summer', '.']"
2688,Thank you for your recent request for Mr. Lay to speak at your conference.,['mr. lay'],['thank speak'],['you'],"['Thank', 'you', 'for', 'your', 'recent', 'request', 'for', 'Mr.', 'Lay', 'to', 'speak', 'at', 'your', 'conference', '.']"
2689,"Unfortunately, do to Mr. Lay's schedule he will not be able to participate.",['he'],['do participate'],[''],"['Unfortunately', ',', 'do', 'to', 'Mr.', 'Lay', ""'s"", 'schedule', 'he', 'will', 'not', 'be', 'able', 'to', 'participate', '.']"
2690,"Thank you again,",[''],['thank'],['you'],"['Thank', 'you', 'again', ',']"
2691,Tori L. Wells Executive Secretary,[''],[''],[''],"['Tori', 'L.', 'Wells', 'Executive', 'Secretary']"
2692,Hi -,[''],[''],[''],"['Hi', '-']"
2693,Just to let you know that it looks like one day will work.,['you it one day'],['let know looks work'],[''],"['Just', 'to', 'let', 'you', 'know', 'that', 'it', 'looks', 'like', 'one', 'day', 'will', 'work', '.']"
2694,I want to check with Mr. Lay before confirming.,['i'],['want check confirming'],[''],"['I', 'want', 'to', 'check', 'with', 'Mr.', 'Lay', 'before', 'confirming', '.']"
2695,Thanks.,[''],[''],[''],"['Thanks', '.']"
2696,Rosalee,[''],[''],[''],['Rosalee']
2697,"Dear Ken,",[''],[''],[''],"['Dear', 'Ken', ',']"
2698,"As you know, our next meeting is on Wednesday, July 12 from 3:00-5:30 p.m.",['you our next meeting'],['know'],[''],"['As', 'you', 'know', ',', 'our', 'next', 'meeting', 'is', 'on', 'Wednesday', ',', 'July', '12', 'from', '3:00', '-', '5:30', 'p.m.']"
2699,"In the next week or so, we'll be sending around a discussion paper which we hope crystallizes the issues, and we will try to talk to as many of you as possible before the meeting to go through it.",['we which we we the meeting'],['sending hope crystallizes try talk go'],['a discussion paper hope the issues'],"['In', 'the', 'next', 'week', 'or', 'so', ',', 'we', ""'ll"", 'be', 'sending', 'around', 'a', 'discussion', 'paper', 'which', 'we', 'hope', 'crystallizes', 'the', 'issues', ',', 'and', 'we', 'will', 'try', 'to', 'talk', 'to', 'as', 'many', 'of', 'you', 'as', 'possible', 'before', 'the', 'meeting', 'to', 'go', 'through', 'it', '.']"
2700,"Meanwhile, Arthur Levitt has agreed to meet with us in September to brainstorm on the ideas we've generated and also to give us a sense of some of the issues as he sees them.",['arthur levitt we he'],['agreed meet brainstorm generated give sees'],['us a sense of them'],"['Meanwhile', ',', 'Arthur', 'Levitt', 'has', 'agreed', 'to', 'meet', 'with', 'us', 'in', 'September', 'to', 'brainstorm', 'on', 'the', 'ideas', 'we', ""'ve"", 'generated', 'and', 'also', 'to', 'give', 'us', 'a', 'sense', 'of', 'some', 'of', 'the', 'issues', 'as', 'he', 'sees', 'them', '.']"
2701,"There are three possible dates for the meeting, which I suggest be in two parts -- first, a meeting among the panel only from 5:00-6:30 p.m., and then a dinner with Chairman Levitt from 6:30-8:30 p.m.",['there which i'],['are suggest'],"['three possible dates for meeting ,']","['There', 'are', 'three', 'possible', 'dates', 'for', 'the', 'meeting', ',', 'which', 'I', 'suggest', 'be', 'in', 'two', 'parts', '--', 'first', ',', 'a', 'meeting', 'among', 'the', 'panel', 'only', 'from', '5:00', '-', '6:30', 'p.m.', ',', 'and', 'then', 'a', 'dinner', 'with', 'Chairman', 'Levitt', 'from', '6:30', '-', '8:30', 'p.m.']"
2702,Here are the dates:,['the dates'],[''],[''],"['Here', 'are', 'the', 'dates', ':']"
2703,Could you please let us know which of these would be possible for you:,['you us which of'],['let know'],[''],"['Could', 'you', 'please', 'let', 'us', 'know', 'which', 'of', 'these', 'would', 'be', 'possible', 'for', 'you', ':']"
2704,"___________ Thursday, September 14 5:00-8:30 pm",[''],[''],[''],"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'Thursday', ',', 'September', '14', '5:00', '-', '8:30', 'pm']"
2705,"___________ Monday, September 25 5:00-8:30 pm",[''],[''],[''],"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'Monday', ',', 'September', '25', '5:00', '-', '8:30', 'pm']"
2706,"___________ Wednesday, September 27 5:00-8:30 pm",[''],[''],[''],"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'Wednesday', ',', 'September', '27', '5:00', '-', '8:30', 'pm']"
2707,"Many thanks,",[''],[''],[''],"['Many', 'thanks', ',']"
2708,Jeff Garten,[''],[''],[''],"['Jeff', 'Garten']"
2709,"Good morning, Kitty -",[''],[''],[''],"['Good', 'morning', ',', 'Kitty', '-']"
2710,"Ken Lay would like to have the Armada M306 series - ""the first ultra portable notebook designed for the enterprise"".",['ken lay'],['like have designed'],['the m306 series the first ultra portable notebook designed'],"['Ken', 'Lay', 'would', 'like', 'to', 'have', 'the', 'Armada', 'M306', 'series', '-', '""', 'the', 'first', 'ultra', 'portable', 'notebook', 'designed', 'for', 'the', 'enterprise', '""', '.']"
2711,Ken said to go ahead and equip it with what you think it should have.,['ken you it'],['said go equip think have'],['it what'],"['Ken', 'said', 'to', 'go', 'ahead', 'and', 'equip', 'it', 'with', 'what', 'you', 'think', 'it', 'should', 'have', '.']"
2712,Please let me know when he can expect to receive it.,['me he'],['let know expect receive'],['it'],"['Please', 'let', 'me', 'know', 'when', 'he', 'can', 'expect', 'to', 'receive', 'it', '.']"
2713,"Thanks, Kitty.",[''],[''],[''],"['Thanks', ',', 'Kitty', '.']"
2714,Rosalee,[''],[''],[''],['Rosalee']
2715,"Here is the link to the latest commercial laptops on the market, I will follow up with the consumer models.",['the link to i'],['follow'],[''],"['Here', 'is', 'the', 'link', 'to', 'the', 'latest', 'commercial', 'laptops', 'on', 'the', 'market', ',', 'I', 'will', 'follow', 'up', 'with', 'the', 'consumer', 'models', '.']"
2716,The M300 series are the lightest and the E500's are the all in one but much heavier.,"[""the m300 series the e500 's""]",[''],['the lightest the all'],"['The', 'M300', 'series', 'are', 'the', 'lightest', 'and', 'the', 'E500', ""'s"", 'are', 'the', 'all', 'in', 'one', 'but', 'much', 'heavier', '.']"
2717,http://www.compaq.com/products/notebooks/index.html,[''],[''],[''],['http://www.compaq.com/products/notebooks/index.html']
2718,<<Compaq.com - notebook.url>>,[''],[''],[''],"['<', '<', 'Compaq.com', '-', 'notebook.url', '>', '>']"
2719,- Compaq.com - notebook.url,[''],[''],[''],"['-', 'Compaq.com', '-', 'notebook.url']"
2720,"Unfortunately, Mr. Lay will be in San Jose, CA participating in a conference, where he is a speaker, on June 14.",['mr. lay he'],['participating'],['a speaker'],"['Unfortunately', ',', 'Mr.', 'Lay', 'will', 'be', 'in', 'San', 'Jose', ',', 'CA', 'participating', 'in', 'a', 'conference', ',', 'where', 'he', 'is', 'a', 'speaker', ',', 'on', 'June', '14', '.']"
2721,Rosalee Fleming,[''],[''],[''],"['Rosalee', 'Fleming']"
2722,RE:???,[''],[''],[''],"['RE', ':', '?', '?', '?']"
2723,June 14 Reception,[''],[''],[''],"['June', '14', 'Reception']"
2724,Recently Charles Miller and David Dewhurst sent you an invitation to a reception which they are hosting on Wed. 6/14 at 5:00 PM to be held at the Houston Petroleum Club.,['charles miller and dewhurst they'],['sent hosting held'],['you an invitation'],"['Recently', 'Charles', 'Miller', 'and', 'David', 'Dewhurst', 'sent', 'you', 'an', 'invitation', 'to', 'a', 'reception', 'which', 'they', 'are', 'hosting', 'on', 'We', 'd.', '6/14', 'at', '5:00', 'PM', 'to', 'be', 'held', 'at', 'the', 'Houston', 'Petroleum', 'Club', '.']"
2725,I hope that you will be able to attend that event.,['i you'],['hope attend'],['that event'],"['I', 'hope', 'that', 'you', 'will', 'be', 'able', 'to', 'attend', 'that', 'event', '.']"
2726,Under the leadership of Governor Bush and others we have made real progress in Education in Texas over the past decade.?,['we'],['made'],['real progress in'],"['Under', 'the', 'leadership', 'of', 'Governor', 'Bush', 'and', 'others', 'we', 'have', 'made', 'real', 'progress', 'in', 'Education', 'in', 'Texas', 'over', 'the', 'past', 'decade', '.', '?']"
2727,Now it is time to take the next steps and achieve even greater progress in our public education system.,['it'],['take achieve'],['time take the next steps greater progress in'],"['Now', 'it', 'is', 'time', 'to', 'take', 'the', 'next', 'steps', 'and', 'achieve', 'even', 'greater', 'progress', 'in', 'our', 'public', 'education', 'system', '.']"
2728,"The Texas Education Reform Caucus is made up of business leaders, educators, and elected officials dedicated to finding common sense approaches to improving education in Texas.",['the texas reform caucus elected officials'],['made elected dedicated finding improving'],['sense approaches education'],"['The', 'Texas', 'Education', 'Reform', 'Caucus', 'is', 'made', 'up', 'of', 'business', 'leaders', ',', 'educators', ',', 'and', 'elected', 'officials', 'dedicated', 'to', 'finding', 'common', 'sense', 'approaches', 'to', 'improving', 'education', 'in', 'Texas', '.']"
2729,I would appreciate the opportunity to visit with you on the 14th.,['i'],['appreciate visit'],['the opportunity visit'],"['I', 'would', 'appreciate', 'the', 'opportunity', 'to', 'visit', 'with', 'you', 'on', 'the', '14th', '.']"
2730,Kent Grusendorf,[''],[''],[''],"['Kent', 'Grusendorf']"
2731,State Representative District 94,[''],[''],[''],"['State', 'Representative', 'District', '94']"
2732,?,[''],[''],[''],['?']
2733,"This is o.k. for Ken Lay, but we are changing to a more uniform address, so would likely be better to use kenneth.lay@enron.com.",['this we'],['changing use'],['o.k . kenneth.lay@enron.com'],"['This', 'is', 'o.k', '.', 'for', 'Ken', 'Lay', ',', 'but', 'we', 'are', 'changing', 'to', 'a', 'more', 'uniform', 'address', ',', 'so', 'would', 'likely', 'be', 'better', 'to', 'use', 'kenneth.lay@enron.com', '.']"
2734,"This is a ""test email send"" of the WPO Forum Group from Richard Everett.",['this'],['send'],"['a "" email send "" of from']","['This', 'is', 'a', '""', 'test', 'email', 'send', '""', 'of', 'the', 'WPO', 'Forum', 'Group', 'from', 'Richard', 'Everett', '.']"
2735,"By return email, please verify that you received this message and let us know if there is another email address that you prefer us to use.",['you us there you us'],['verify received let know is prefer use'],['this message another email address prefer'],"['By', 'return', 'email', ',', 'please', 'verify', 'that', 'you', 'received', 'this', 'message', 'and', 'let', 'us', 'know', 'if', 'there', 'is', 'another', 'email', 'address', 'that', 'you', 'prefer', 'us', 'to', 'use', '.']"
2736,Thank you.,[''],['thank'],['you'],"['Thank', 'you', '.']"
2737,Joy Powell Executive Assistant to Richard Everett 713/871-5119,[''],[''],[''],"['Joy', 'Powell', 'Executive', 'Assistant', 'to', 'Richard', 'Everett', '713/871', '-', '5119']"
2738,,[''],[''],[''],[]
2739,NOTE: The information in this email is confidential and may be legally privileged.,['the information in'],[''],[''],"['NOTE', ':', 'The', 'information', 'in', 'this', 'email', 'is', 'confidential', 'and', 'may', 'be', 'legally', 'privileged', '.']"
2740,"If you are not the intended recipient, you must not read, use or disseminate the information.",['you you'],['intended read use disseminate'],['the intended recipient the information'],"['If', 'you', 'are', 'not', 'the', 'intended', 'recipient', ',', 'you', 'must', 'not', 'read', ',', 'use', 'or', 'disseminate', 'the', 'information', '.']"
2741,"Although this email and any attachments are believed to be free of any virus or other defect that might affect any computer system into which it is received and opened, it is the responsibility of the recipient to ensure that it is virus free and no responsibility is accepted by Century Development or any of its affiliates for any loss or damage arising in any way from its use.",['this email and attachments that it it it no responsibility by development'],['believed affect received opened ensure accepted arising'],['any computer system received the responsibility of'],"['Although', 'this', 'email', 'and', 'any', 'attachments', 'are', 'believed', 'to', 'be', 'free', 'of', 'any', 'virus', 'or', 'other', 'defect', 'that', 'might', 'affect', 'any', 'computer', 'system', 'into', 'which', 'it', 'is', 'received', 'and', 'opened', ',', 'it', 'is', 'the', 'responsibility', 'of', 'the', 'recipient', 'to', 'ensure', 'that', 'it', 'is', 'virus', 'free', 'and', 'no', 'responsibility', 'is', 'accepted', 'by', 'Century', 'Development', 'or', 'any', 'of', 'its', 'affiliates', 'for', 'any', 'loss', 'or', 'damage', 'arising', 'in', 'any', 'way', 'from', 'its', 'use', '.']"
2742,,[''],[''],[''],[]
2743,Kenneth Lay has approved the attached expense report for Cindy Olson.,['kenneth lay'],['approved attached'],['the attached expense report for'],"['Kenneth', 'Lay', 'has', 'approved', 'the', 'attached', 'expense', 'report', 'for', 'Cindy', 'Olson', '.']"
