,number,token
30283,1372,that
30284,1372,he
30285,1372,wants
30286,1372,""""
30287,1372,anthrax
30288,1372,for
30289,1372,Jew
30290,1372,sympathizer
30291,1372,only
30292,1372,.
30293,1372,""""
30294,1373,Al
30295,1373,Qaeda
30296,1373,'s
30297,1373,regional
30298,1373,operative
30299,1373,","
30300,1373,Hambali
30301,1373,","
30302,1373,who
30303,1373,was
30304,1373,at
30305,1373,a
30306,1373,key
30307,1373,January
30308,1373,2000
30309,1373,meeting
30310,1373,and
30311,1373,supervised
30312,1373,Sufaat
30313,1373,","
30314,1373,has
30315,1373,been
30316,1373,captured
30317,1373,.
30318,1374,Hambali
30319,1374,reportedly
30320,1374,is
30321,1374,cooperating
30322,1374,to
30323,1374,some
30324,1374,degree
30325,1374,.
30326,1375,KSM
30327,1375,and
30328,1375,Hambali
30329,1375,sent
30330,1375,al
30331,1375,-
30332,1375,Hindi
30333,1375,(
30334,1375,al
30335,1375,-
30336,1375,Britani
30337,1375,)
30338,1375,","
30339,1375,along
30340,1375,with
30341,1375,Jafar
30342,1375,the
30343,1375,Pilot
30344,1375,","
30345,1375,to
30346,1375,case
30347,1375,NYC
30348,1375,targets
30349,1375,for
30350,1375,a
30351,1375,second
30352,1375,wave
30353,1375,.
30354,1376,It
30355,1376,was
30356,1376,as
30357,1376,part
30358,1376,of
30359,1376,that
30360,1376,surveillance
30361,1376,in
30362,1376,early
30363,1376,2001
30364,1376,that
30365,1376,Jafar
30366,1376,the
30367,1376,Pilot
30368,1376,studied
30369,1376,tourist
30370,1376,helicopters
30371,1376,in
30372,1376,the
30373,1376,NYC
30374,1376,area
30375,1376,.
30376,1377,Sufaat
30377,1377,","
30378,1377,according
30379,1377,to
30380,1377,both
30381,1377,KSM
30382,1377,and
30383,1377,Hambali
30384,1377,","
30385,1377,did
30386,1377,not
30387,1377,have
30388,1377,the
30389,1377,virulent
30390,1377,US
30391,1377,Army
30392,1377,Ames
30393,1377,strain
30394,1377,that
30395,1377,would
30396,1377,be
30397,1377,used
30398,1377,.
30399,1378,That
30400,1378,would
30401,1378,require
30402,1378,someone
30403,1378,who
30404,1378,had
30405,1378,access
30406,1378,to
30407,1378,the
30408,1378,strain
30409,1378,.
30410,1379,But
30411,1379,if
30412,1379,experience
30413,1379,is
30414,1379,any
30415,1379,guide
30416,1379,","
30417,1379,nothing
30418,1379,would
30419,1379,stand
30420,1379,in
30421,1379,the
30422,1379,way
30423,1379,of
30424,1379,Dr.
30425,1379,Ayman
30426,1379,Zawahiri
30427,1379,'s
30428,1379,decade
30429,1379,-
30430,1379,long
30431,1379,quest
30432,1379,to
30433,1379,weaponize
30434,1379,and
30435,1379,use
30436,1379,anthrax
30437,1379,against
30438,1379,US
30439,1379,targets
30440,1379,that
30441,1379,was
30442,1379,described
30443,1379,by
30444,1379,one
30445,1379,confidante
30446,1379,to
30447,1379,an
30448,1379,Egyptian
30449,1379,newspaper
30450,1379,reporter
30451,1379,.
30452,1380,The
30453,1380,islamist
30454,1380,had
30455,1380,been
30456,1380,released
30457,1380,from
30458,1380,Egyptian
30459,1380,prison
30460,1380,and
30461,1380,had
30462,1380,known
30463,1380,Zawahiri
30464,1380,well
30465,1380,for
30466,1380,many
30467,1380,years
30468,1380,.
30469,1381,Emails
30470,1381,from
30471,1381,Zawahiri
30472,1381,to
30473,1381,Atef
30474,1381,in
30475,1381,the
30476,1381,Spring
30477,1381,of
30478,1381,1999
30479,1381,indicate
30480,1381,that
30481,1381,Ayman
30482,1381,was
30483,1381,a
30484,1381,close
30485,1381,student
30486,1381,of
30487,1381,the
30488,1381,USAMRIID
30489,1381,anthrax
30490,1381,program
30491,1381,.
30492,1382,He
30493,1382,believed
30494,1382,that
30495,1382,the
30496,1382,koran
30497,1382,instructed
30498,1382,that
30499,1382,a
30500,1382,jihadist
30501,1382,should
30502,1382,use
30503,1382,the
30504,1382,weapons
30505,1382,used
30506,1382,by
30507,1382,the
30508,1382,crusader
30509,1382,.
30510,1383,What
30511,1383,we
30512,1383,know
30513,1383,is
30514,1383,that
30515,1383,he
30516,1383,'s
30517,1383,always
30518,1383,said
30519,1383,it
30520,1383,was
30521,1383,a
30522,1383,religious
30523,1383,obligation
30524,1383,to
30525,1383,have
30526,1383,the
30527,1383,same
30528,1383,weapons
30529,1383,as
30530,1383,their
30531,1383,enemies
30532,1383,","
30533,1383,former
30534,1383,CIA
30535,1383,OBL
30536,1383,unit
30537,1383,counter
30538,1383,terrorism
30539,1383,chief
30540,1383,Michael
30541,1383,Scheuer
30542,1383,has
30543,1383,said
30544,1383,.
30545,1384,The
30546,1384,Wall
30547,1384,Street
30548,1384,Journal
30549,1384,reported
30550,1384,that
30551,1384,a
30552,1384,computer
30553,1384,used
30554,1384,by
30555,1384,Zawahiri
30556,1384,contains
30557,1384,a
30558,1384,June
30559,1384,1999
30560,1384,memo
30561,1384,that
30562,1384,""""
30563,1384,said
30564,1384,the
30565,1384,program
30566,1384,should
30567,1384,seek
30568,1384,cover
30569,1384,and
30570,1384,talent
30571,1384,in
30572,1384,educational
30573,1384,institutions
30574,1384,","
30575,1384,which
30576,1384,it
30577,1384,said
30578,1384,were
30579,1384,'
30580,1384,more
30581,1384,beneficial
30582,1384,to
30583,1384,us
30584,1384,and
30585,1384,allow
30586,1384,easy
30587,1384,access
30588,1384,to
30589,1384,specialists
30590,1384,","
30591,1384,which
30592,1384,will
30593,1384,greatly
30594,1384,benefit
30595,1384,us
30596,1384,in
30597,1384,the
30598,1384,first
30599,1384,stage
30600,1384,","
30601,1384,God
30602,1384,willing
30603,1384,.
30604,1384,'
30605,1384,''
30606,1385,Zawahiri
30607,1385,was
30608,1385,associated
30609,1385,with
30610,1385,a
30611,1385,faction
30612,1385,of
30613,1385,the
30614,1385,Egyptian
30615,1385,Islamic
30616,1385,Jihad
30617,1385,known
30618,1385,as
30619,1385,the
30620,1385,Vanguards
30621,1385,of
30622,1385,Conquest
30623,1385,.
30624,1386,Zawahiri
30625,1386,and
30626,1386,the
30627,1386,Vanguards
30628,1386,of
30629,1386,Conquest
30630,1386,were
30631,1386,seeking
30632,1386,to
30633,1386,recreate
30634,1386,Mohammed
30635,1386,'s
30636,1386,taking
30637,1386,of
30638,1386,mecca
30639,1386,by
30640,1386,a
30641,1386,small
30642,1386,band
30643,1386,through
30644,1386,violent
30645,1386,attacks
30646,1386,on
30647,1386,Egyptian
30648,1386,leaders
30649,1386,.
30650,1387,By
30651,1387,1998
30652,1387,","
30653,1387,Zawahiri
30654,1387,had
30655,1387,determined
30656,1387,that
30657,1387,the
30658,1387,Egyptian
30659,1387,Islamic
30660,1387,Jihad
30661,1387,should
30662,1387,focus
30663,1387,on
30664,1387,its
30665,1387,struggle
30666,1387,against
30667,1387,the
30668,1387,United
30669,1387,States
30670,1387,and
30671,1387,hold
30672,1387,off
30673,1387,on
30674,1387,further
30675,1387,attacks
30676,1387,against
30677,1387,the
30678,1387,Egyptian
30679,1387,regime
30680,1387,.
30681,1388,A
30682,1388,key
30683,1388,question
30684,1388,is
30685,1388,how
30686,1388,they
30687,1388,acquired
30688,1388,the
30689,1388,anthrax
30690,1388,strain
30691,1388,first
30692,1388,isolated
30693,1388,by
30694,1388,the
30695,1388,Texas
30696,1388,Veterinary
30697,1388,Medical
30698,1388,Diagnostic
30699,1388,Lab
30700,1388,in
30701,1388,1980
30702,1388,.
30703,1389,According
30704,1389,to
30705,1389,senior
30706,1389,counter
30707,1389,terrorism
30708,1389,officials
30709,1389,","
30710,1389,both
30711,1389,here
30712,1389,and
30713,1389,abroad
30714,1389,","
30715,1389,among
30716,1389,the
30717,1389,supporters
30718,1389,of
30719,1389,these
30720,1389,militant
30721,1389,islamists
30722,1389,were
30723,1389,people
30724,1389,who
30725,1389,blended
30726,1389,into
30727,1389,society
30728,1389,and
30729,1389,were
30730,1389,available
30731,1389,to
30732,1389,act
30733,1389,when
30734,1389,another
30735,1389,part
30736,1389,of
30737,1389,the
30738,1389,network
30739,1389,requested
30740,1389,it
30741,1389,.
30742,1390,A
30743,1390,few
30744,1390,days
30745,1390,before
30746,1390,Christmas
30747,1390,2003
30748,1390,","
30749,1390,after
30750,1390,a
30751,1390,renewed
30752,1390,audiotape
30753,1390,threat
30754,1390,by
30755,1390,Zawahiri
30756,1390,of
30757,1390,attacks
30758,1390,","
30759,1390,to
30760,1390,include
30761,1390,in
30762,1390,the
30763,1390,US
30764,1390,homeland
30765,1390,","
30766,1390,the
30767,1390,threat
30768,1390,level
30769,1390,was
30770,1390,raised
30771,1390,to
30772,1390,orange
30773,1390,or
30774,1390,""""
30775,1390,high
30776,1390,.
30777,1390,""""
30778,1391,After
30779,1391,the
30780,1391,alert
30781,1391,condition
30782,1391,had
30783,1391,long
30784,1391,since
30785,1391,returned
30786,1391,to
30787,1391,yellow
30788,1391,","
30789,1391,Zawahiri
30790,1391,in
30791,1391,late
30792,1391,February
30793,1391,issued
30794,1391,another
30795,1391,audiotape
30796,1391,.
30797,1392,He
30798,1392,urged
30799,1392,the
30800,1392,President
30801,1392,that
30802,1392,brigades
30803,1392,and
30804,1392,brigades
30805,1392,would
30806,1392,be
30807,1392,coming
30808,1392,under
30809,1392,the
30810,1392,banner
30811,1392,of
30812,1392,jihad
30813,1392,carrying
30814,1392,death
30815,1392,and
30816,1392,seeking
30817,1392,paradise
30818,1392,.
30819,1393,Zawahiri
30820,1393,said
30821,1393,that
30822,1393,the
30823,1393,US
30824,1393,should
30825,1393,expect
30826,1393,another
30827,1393,9/11
30828,1393,on
30829,1393,US
30830,1393,soil
30831,1393,.
30832,1394,According
30833,1394,to
30834,1394,some
30835,1394,reports
30836,1394,","
30837,1394,Zawahiri
30838,1394,is
30839,1394,thought
30840,1394,by
30841,1394,intelligence
30842,1394,to
30843,1394,be
30844,1394,somewhere
30845,1394,near
30846,1394,the
30847,1394,border
30848,1394,of
30849,1394,Pakistan
30850,1394,and
30851,1394,Afghanistan
30852,1394,.
30853,1395,At
30854,1395,one
30855,1395,time
30856,1395,","
30857,1395,some
30858,1395,thought
30859,1395,he
30860,1395,had
30861,1395,been
30862,1395,spotted
30863,1395,in
30864,1395,Iran
30865,1395,.
30866,1396,Wherever
30867,1396,he
30868,1396,is
30869,1396,","
30870,1396,authorities
30871,1396,need
30872,1396,to
30873,1396,focus
30874,1396,on
30875,1396,the
30876,1396,traceable
30877,1396,connection
30878,1396,between
30879,1396,him
30880,1396,and
30881,1396,those
30882,1396,he
30883,1396,or
30884,1396,Atef
30885,1396,recruited
30886,1396,.
30887,1397,In
30888,1397,October
30889,1397,2001
30890,1397,","
30891,1397,did
30892,1397,the
30893,1397,FBI
30894,1397,profilers
30895,1397,know
30896,1397,of
30897,1397,the
30898,1397,draft
30899,1397,message
30900,1397,Khalid
30901,1397,Mohammed
30902,1397,had
30903,1397,on
30904,1397,the
30905,1397,seized
30906,1397,laptop
30907,1397,(
30908,1397,from
30909,1397,1995
30910,1397,)
30911,1397,that
30912,1397,was
30913,1397,signed
30914,1397,""""
30915,1397,Khalid
30916,1397,Sheik
30917,1397,Bojinka
30918,1397,""""
30919,1397,?
30920,1398,The
30921,1398,letter
30922,1398,threatened
30923,1398,to
30924,1398,use
30925,1398,biochemical
30926,1398,weapons
30927,1398,if
30928,1398,the
30929,1398,blind
30930,1398,sheik
30931,1398,was
30932,1398,not
30933,1398,released
30934,1398,.
30935,1399,(
30936,1399,Khalid
30937,1399,Mohammed
30938,1399,'s
30939,1399,involvement
30940,1399,dates
30941,1399,back
30942,1399,to
30943,1399,Bojinka
30944,1399,","
30945,1399,as
30946,1399,does
30947,1399,Hambali
30948,1399,'s
30949,1399,)
30950,1399,.
30951,1400,Use
30952,1400,of
30953,1400,biochemical
30954,1400,weapons
30955,1400,as
30956,1400,blackmail
30957,1400,and
30958,1400,threatened
30959,1400,retaliation
30960,1400,for
30961,1400,such
30962,1400,detentions
30963,1400,was
30964,1400,an
30965,1400,alternative
30966,1400,scenario
30967,1400,in
30968,1400,the
30969,1400,Bojinka
30970,1400,planning
30971,1400,.
30972,1401,In
30973,1401,May
30974,1401,2004
30975,1401,","
30976,1401,Patrick
30977,1401,Hughes
30978,1401,","
30979,1401,Lieutenant
30980,1401,General
30981,1401,(
30982,1401,Retired
30983,1401,)
30984,1401,","
30985,1401,Assistant
30986,1401,Secretary
30987,1401,for
30988,1401,Information
30989,1401,Analysis
30990,1401,","
30991,1401,Homeland
30992,1401,Security
30993,1401,Department
30994,1401,testified
30995,1401,before
30996,1401,the
30997,1401,9/11
30998,1401,Commission
30999,1401,.
31000,1402,He
31001,1402,explained
31002,1402,that
31003,1402,interrogations
31004,1402,and
31005,1402,other
31006,1402,evidence
31007,1402,revealed
31008,1402,that
31009,1402,Al
31010,1402,Qaeda
31011,1402,wanted
31012,1402,to
31013,1402,strike
31014,1402,the
31015,1402,US
31016,1402,with
31017,1402,a
31018,1402,nonconventional
31019,1402,weapon
31020,1402,","
31021,1402,most
31022,1402,notably
31023,1402,anthrax
31024,1402,.
31025,1403,The
31026,1403,same
31027,1403,week
31028,1403,","
31029,1403,the
31030,1403,WTC
31031,1403,head
31032,1403,testified
31033,1403,that
31034,1403,while
31035,1403,they
31036,1403,had
31037,1403,not
31038,1403,received
31039,1403,any
31040,1403,briefing
31041,1403,on
31042,1403,the
31043,1403,use
31044,1403,of
31045,1403,planes
31046,1403,","
31047,1403,they
31048,1403,had
31049,1403,taken
31050,1403,steps
31051,1403,to
31052,1403,prepare
31053,1403,for
31054,1403,an
31055,1403,attack
31056,1403,using
31057,1403,anthrax
31058,1403,based
31059,1403,on
31060,1403,intelligence
31061,1403,that
31062,1403,had
31063,1403,been
31064,1403,received
31065,1403,.
31066,1404,Al
31067,1404,Qaeda
31068,1404,has
31069,1404,had
31070,1404,anthrax
31071,1404,","
31072,1404,the
31073,1404,raw
31074,1404,seed
31075,1404,product
31076,1404,in
31077,1404,its
31078,1404,unweaponized
31079,1404,form
31080,1404,","
31081,1404,since
31082,1404,at
31083,1404,least
31084,1404,1997
31085,1404,","
31086,1404,when
31087,1404,it
31088,1404,was
31089,1404,purchased
31090,1404,by
31091,1404,Bin
31092,1404,Laden
31093,1404,through
31094,1404,the
31095,1404,Moro
31096,1404,Islamic
31097,1404,Liberation
31098,1404,Front
31099,1404,(
31100,1404,""""
31101,1404,Moro
31102,1404,Front
31103,1404,""""
31104,1404,or
31105,1404,""""
31106,1404,MILF
31107,1404,""""
31108,1404,)
31109,1404,.
31110,1405,Zawahiri
31111,1405,","
31112,1405,Al
31113,1405,Qaeda
31114,1405,'s
31115,1405,#
31116,1405,2
31117,1405,","
31118,1405,is
31119,1405,head
31120,1405,of
31121,1405,Al
31122,1405,Qaeda
31123,1405,'s
31124,1405,biochemical
31125,1405,program
31126,1405,.
31127,1406,The
31128,1406,CIA
31129,1406,has
31130,1406,known
31131,1406,of
31132,1406,Zawahiri
31133,1406,'s
31134,1406,plans
31135,1406,to
31136,1406,use
31137,1406,anthrax
31138,1406,for
31139,1406,a
31140,1406,half
31141,1406,decade
31142,1406,.
31143,1407,The
31144,1407,confidante
31145,1407,and
31146,1407,right
31147,1407,-
31148,1407,hand
31149,1407,man
31150,1407,of
31151,1407,Dr.
31152,1407,Ayman
31153,1407,Zawahiri
31154,1407,admitted
31155,1407,that
31156,1407,Zawahiri
31157,1407,succeeded
31158,1407,in
31159,1407,obtaining
31160,1407,anthrax
31161,1407,and
31162,1407,intended
31163,1407,to
31164,1407,use
31165,1407,it
31166,1407,against
31167,1407,US
31168,1407,targets
31169,1407,.
31170,1408,Another
31171,1408,senior
31172,1408,Al
31173,1408,Qaeda
31174,1408,member
31175,1408,(
31176,1408,a
31177,1408,shura
31178,1408,or
31179,1408,policy
31180,1408,-
31181,1408,making
31182,1408,council
31183,1408,member
31184,1408,no
31185,1408,less
31186,1408,)
31187,1408,was
31188,1408,working
31189,1408,for
31190,1408,the
31191,1408,Egyptian
31192,1408,intelligence
31193,1408,services
31194,1408,and
31195,1408,he
31196,1408,confirmed
31197,1408,the
31198,1408,report
31199,1408,in
31200,1408,a
31201,1408,sworn
31202,1408,lengthy
31203,1408,confession
31204,1408,.
31205,1409,Even
31206,1409,Zawahiri
31207,1409,'s
31208,1409,attorney
31209,1409,in
31210,1409,1999
31211,1409,said
31212,1409,that
31213,1409,Bin
31214,1409,Laden
31215,1409,and
31216,1409,Zawahiri
31217,1409,were
31218,1409,likely
31219,1409,to
31220,1409,resort
31221,1409,to
31222,1409,the
31223,1409,biological
31224,1409,and
31225,1409,chemical
31226,1409,agents
31227,1409,they
31228,1409,possessed
31229,1409,given
31230,1409,the
31231,1409,extradition
31232,1409,pressure
31233,1409,senior
31234,1409,Al
31235,1409,Qaeda
31236,1409,leaders
31237,1409,faced
31238,1409,.
31239,1410,A
31240,1410,recently
31241,1410,released
31242,1410,islamist
31243,1410,who
31244,1410,had
31245,1410,been
31246,1410,a
31247,1410,close
31248,1410,associate
31249,1410,of
31250,1410,Zawahiri
31251,1410,said
31252,1410,that
31253,1410,Zawahiri
31254,1410,spent
31255,1410,a
31256,1410,decade
31257,1410,and
31258,1410,had
31259,1410,made
31260,1410,15
31261,1410,separate
31262,1410,attempts
31263,1410,to
31264,1410,recruit
31265,1410,the
31266,1410,necessary
31267,1410,expertise
31268,1410,to
31269,1410,weaponize
31270,1410,anthrax
31271,1410,in
31272,1410,Russia
31273,1410,and
31274,1410,the
31275,1410,Middle
31276,1410,East
31277,1410,.
31278,1411,The
31279,1411,US
31280,1411,Army
31281,1411,recipe
31282,1411,was
31283,1411,not
31284,1411,used
31285,1411,","
31286,1411,and
31287,1411,obtaining
31288,1411,the
31289,1411,unprocessed
31290,1411,Ames
31291,1411,strain
31292,1411,of
31293,1411,anthrax
31294,1411,used
31295,1411,does
31296,1411,not
31297,1411,warrant
31298,1411,the
31299,1411,weight
31300,1411,given
31301,1411,it
31302,1411,by
31303,1411,some
31304,1411,press
31305,1411,accounts
31306,1411,.
31307,1412,There
31308,1412,was
31309,1412,lax
31310,1412,control
31311,1412,over
31312,1412,the
31313,1412,distribution
31314,1412,of
31315,1412,the
31316,1412,Ames
31317,1412,strain
31318,1412,that
31319,1412,was
31320,1412,used
31321,1412,","
31322,1412,especially
31323,1412,in
31324,1412,light
31325,1412,of
31326,1412,the
31327,1412,fact
31328,1412,that
31329,1412,transfers
31330,1412,were
31331,1412,not
31332,1412,even
31333,1412,required
31334,1412,to
31335,1412,be
31336,1412,recorded
31337,1412,prior
31338,1412,to
31339,1412,1997
31340,1412,.
31341,1413,Significantly
31342,1413,","
31343,1413,the
31344,1413,individual
31345,1413,who
31346,1413,isolated
31347,1413,it
31348,1413,nearly
31349,1413,a
31350,1413,quarter
31351,1413,century
31352,1413,ago
31353,1413,(
31354,1413,now
31355,1413,retired
31356,1413,)
31357,1413,","
31358,1413,upon
31359,1413,being
31360,1413,contacted
31361,1413,","
31362,1413,does
31363,1413,not
31364,1413,even
31365,1413,report
31366,1413,that
31367,1413,he
31368,1413,necessarily
31369,1413,sent
31370,1413,the
31371,1413,only
31372,1413,copy
31373,1413,of
31374,1413,the
31375,1413,strain
31376,1413,to
31377,1413,Ft
31378,1413,.
31379,1413,Detrick
31380,1413,.
31381,1414,Senator
31382,1414,Patrick
31383,1414,Leahy
31384,1414,at
31385,1414,a
31386,1414,Congressional
31387,1414,hearing
31388,1414,in
31389,1414,the
31390,1414,Spring
31391,1414,of
31392,1414,2002
31393,1414,noted
31394,1414,that
31395,1414,the
31396,1414,FBI
31397,1414,had
31398,1414,collected
