,Sentence,tokens
1367,Others argue that he was to be part of a second wave of airliners directed to targets on the West Coast.,"['Others', 'argue', 'that', 'he', 'was', 'to', 'be', 'part', 'of', 'a', 'second', 'wave', 'of', 'airliners', 'directed', 'to', 'targets', 'on', 'the', 'West', 'Coast', '.']"
1368,"There is an e-mail by Moussaoui, however, dated July 31, 2001 indicating that he sought to take a crop dusting course that was to last up to 6 months.","['There', 'is', 'an', 'e', '-', 'mail', 'by', 'Moussaoui', ',', 'however', ',', 'dated', 'July', '31', ',', '2001', 'indicating', 'that', 'he', 'sought', 'to', 'take', 'a', 'crop', 'dusting', 'course', 'that', 'was', 'to', 'last', 'up', 'to', '6', 'months', '.']"
1369,"In March 2003, Mohammed reportedly said that Moussaoui was not going to be part of 9/11 but was to be part of a ""second wave.""","['In', 'March', '2003', ',', 'Mohammed', 'reportedly', 'said', 'that', 'Moussaoui', 'was', 'not', 'going', 'to', 'be', 'part', 'of', '9/11', 'but', 'was', 'to', 'be', 'part', 'of', 'a', '""', 'second', 'wave', '.', '""']"
1370,"Although Ramzi Binalshibh provided him $14,000 in July, accused September 11 conspirator Zacarias Moussaoui told his trial judge that he had an al Qaeda mission that would have come after the terrorist attacks.","['Although', 'Ramzi', 'Binalshibh', 'provided', 'him', '$', '14,000', 'in', 'July', ',', 'accused', 'September', '11', 'conspirator', 'Zacarias', 'Moussaoui', 'told', 'his', 'trial', 'judge', 'that', 'he', 'had', 'an', 'al', 'Qaeda', 'mission', 'that', 'would', 'have', 'come', 'after', 'the', 'terrorist', 'attacks', '.']"
1371,"KSM explained that Moussaoui's inquiries about crop dusters may have been related to the anthrax work being done by US-trained biochemist and Al Qaeda operative, Malaysian Yazid Sufaat.","['KSM', 'explained', 'that', 'Moussaoui', ""'s"", 'inquiries', 'about', 'crop', 'dusters', 'may', 'have', 'been', 'related', 'to', 'the', 'anthrax', 'work', 'being', 'done', 'by', 'US', '-', 'trained', 'biochemist', 'and', 'Al', 'Qaeda', 'operative', ',', 'Malaysian', 'Yazid', 'Sufaat', '.']"
1372,"Zacarias Moussaoui, never the sharpest tool in the shed and thought by his superiors to be unreliable, has told the judge at his trial in a filing that he wants ""anthrax for Jew sympathizer only.""","['Zacarias', 'Moussaoui', ',', 'never', 'the', 'sharpest', 'tool', 'in', 'the', 'shed', 'and', 'thought', 'by', 'his', 'superiors', 'to', 'be', 'unreliable', ',', 'has', 'told', 'the', 'judge', 'at', 'his', 'trial', 'in', 'a', 'filing', 'that', 'he', 'wants', '""', 'anthrax', 'for', 'Jew', 'sympathizer', 'only', '.', '""']"
1373,"Al Qaeda's regional operative, Hambali, who was at a key January 2000 meeting and supervised Sufaat, has been captured.","['Al', 'Qaeda', ""'s"", 'regional', 'operative', ',', 'Hambali', ',', 'who', 'was', 'at', 'a', 'key', 'January', '2000', 'meeting', 'and', 'supervised', 'Sufaat', ',', 'has', 'been', 'captured', '.']"
1374,Hambali reportedly is cooperating to some degree.,"['Hambali', 'reportedly', 'is', 'cooperating', 'to', 'some', 'degree', '.']"
1375,"KSM and Hambali sent al-Hindi (al-Britani), along with Jafar the Pilot, to case NYC targets for a second wave.","['KSM', 'and', 'Hambali', 'sent', 'al', '-', 'Hindi', '(', 'al', '-', 'Britani', ')', ',', 'along', 'with', 'Jafar', 'the', 'Pilot', ',', 'to', 'case', 'NYC', 'targets', 'for', 'a', 'second', 'wave', '.']"
1376,It was as part of that surveillance in early 2001 that Jafar the Pilot studied tourist helicopters in the NYC area.,"['It', 'was', 'as', 'part', 'of', 'that', 'surveillance', 'in', 'early', '2001', 'that', 'Jafar', 'the', 'Pilot', 'studied', 'tourist', 'helicopters', 'in', 'the', 'NYC', 'area', '.']"
1377,"Sufaat, according to both KSM and Hambali, did not have the virulent US Army Ames strain that would be used.","['Sufaat', ',', 'according', 'to', 'both', 'KSM', 'and', 'Hambali', ',', 'did', 'not', 'have', 'the', 'virulent', 'US', 'Army', 'Ames', 'strain', 'that', 'would', 'be', 'used', '.']"
1378,That would require someone who had access to the strain.,"['That', 'would', 'require', 'someone', 'who', 'had', 'access', 'to', 'the', 'strain', '.']"
1379,"But if experience is any guide, nothing would stand in the way of Dr. Ayman Zawahiri's decade-long quest to weaponize and use anthrax against US targets that was described by one confidante to an Egyptian newspaper reporter.","['But', 'if', 'experience', 'is', 'any', 'guide', ',', 'nothing', 'would', 'stand', 'in', 'the', 'way', 'of', 'Dr.', 'Ayman', 'Zawahiri', ""'s"", 'decade', '-', 'long', 'quest', 'to', 'weaponize', 'and', 'use', 'anthrax', 'against', 'US', 'targets', 'that', 'was', 'described', 'by', 'one', 'confidante', 'to', 'an', 'Egyptian', 'newspaper', 'reporter', '.']"
1380,The islamist had been released from Egyptian prison and had known Zawahiri well for many years.,"['The', 'islamist', 'had', 'been', 'released', 'from', 'Egyptian', 'prison', 'and', 'had', 'known', 'Zawahiri', 'well', 'for', 'many', 'years', '.']"
1381,Emails from Zawahiri to Atef in the Spring of 1999 indicate that Ayman was a close student of the USAMRIID anthrax program.,"['Emails', 'from', 'Zawahiri', 'to', 'Atef', 'in', 'the', 'Spring', 'of', '1999', 'indicate', 'that', 'Ayman', 'was', 'a', 'close', 'student', 'of', 'the', 'USAMRIID', 'anthrax', 'program', '.']"
1382,He believed that the koran instructed that a jihadist should use the weapons used by the crusader.,"['He', 'believed', 'that', 'the', 'koran', 'instructed', 'that', 'a', 'jihadist', 'should', 'use', 'the', 'weapons', 'used', 'by', 'the', 'crusader', '.']"
1383,"What we know is that he's always said it was a religious obligation to have the same weapons as their enemies, former CIA OBL unit counter terrorism chief Michael Scheuer has said.","['What', 'we', 'know', 'is', 'that', 'he', ""'s"", 'always', 'said', 'it', 'was', 'a', 'religious', 'obligation', 'to', 'have', 'the', 'same', 'weapons', 'as', 'their', 'enemies', ',', 'former', 'CIA', 'OBL', 'unit', 'counter', 'terrorism', 'chief', 'Michael', 'Scheuer', 'has', 'said', '.']"
1384,"The Wall Street Journal reported that a computer used by Zawahiri contains a June 1999 memo that ""said the program should seek cover and talent in educational institutions, which it said were 'more beneficial to us and allow easy access to specialists, which will greatly benefit us in the first stage, God willing.' ''","['The', 'Wall', 'Street', 'Journal', 'reported', 'that', 'a', 'computer', 'used', 'by', 'Zawahiri', 'contains', 'a', 'June', '1999', 'memo', 'that', '""', 'said', 'the', 'program', 'should', 'seek', 'cover', 'and', 'talent', 'in', 'educational', 'institutions', ',', 'which', 'it', 'said', 'were', ""'"", 'more', 'beneficial', 'to', 'us', 'and', 'allow', 'easy', 'access', 'to', 'specialists', ',', 'which', 'will', 'greatly', 'benefit', 'us', 'in', 'the', 'first', 'stage', ',', 'God', 'willing', '.', ""'"", ""''""]"
1385,Zawahiri was associated with a faction of the Egyptian Islamic Jihad known as the Vanguards of Conquest.,"['Zawahiri', 'was', 'associated', 'with', 'a', 'faction', 'of', 'the', 'Egyptian', 'Islamic', 'Jihad', 'known', 'as', 'the', 'Vanguards', 'of', 'Conquest', '.']"
1386,Zawahiri and the Vanguards of Conquest were seeking to recreate Mohammed's taking of mecca by a small band through violent attacks on Egyptian leaders.,"['Zawahiri', 'and', 'the', 'Vanguards', 'of', 'Conquest', 'were', 'seeking', 'to', 'recreate', 'Mohammed', ""'s"", 'taking', 'of', 'mecca', 'by', 'a', 'small', 'band', 'through', 'violent', 'attacks', 'on', 'Egyptian', 'leaders', '.']"
1387,"By 1998, Zawahiri had determined that the Egyptian Islamic Jihad should focus on its struggle against the United States and hold off on further attacks against the Egyptian regime.","['By', '1998', ',', 'Zawahiri', 'had', 'determined', 'that', 'the', 'Egyptian', 'Islamic', 'Jihad', 'should', 'focus', 'on', 'its', 'struggle', 'against', 'the', 'United', 'States', 'and', 'hold', 'off', 'on', 'further', 'attacks', 'against', 'the', 'Egyptian', 'regime', '.']"
1388,A key question is how they acquired the anthrax strain first isolated by the Texas Veterinary Medical Diagnostic Lab in 1980.,"['A', 'key', 'question', 'is', 'how', 'they', 'acquired', 'the', 'anthrax', 'strain', 'first', 'isolated', 'by', 'the', 'Texas', 'Veterinary', 'Medical', 'Diagnostic', 'Lab', 'in', '1980', '.']"
1389,"According to senior counter terrorism officials, both here and abroad, among the supporters of these militant islamists were people who blended into society and were available to act when another part of the network requested it.","['According', 'to', 'senior', 'counter', 'terrorism', 'officials', ',', 'both', 'here', 'and', 'abroad', ',', 'among', 'the', 'supporters', 'of', 'these', 'militant', 'islamists', 'were', 'people', 'who', 'blended', 'into', 'society', 'and', 'were', 'available', 'to', 'act', 'when', 'another', 'part', 'of', 'the', 'network', 'requested', 'it', '.']"
1390,"A few days before Christmas 2003, after a renewed audiotape threat by Zawahiri of attacks, to include in the US homeland, the threat level was raised to orange or ""high.""","['A', 'few', 'days', 'before', 'Christmas', '2003', ',', 'after', 'a', 'renewed', 'audiotape', 'threat', 'by', 'Zawahiri', 'of', 'attacks', ',', 'to', 'include', 'in', 'the', 'US', 'homeland', ',', 'the', 'threat', 'level', 'was', 'raised', 'to', 'orange', 'or', '""', 'high', '.', '""']"
1391,"After the alert condition had long since returned to yellow, Zawahiri in late February issued another audiotape.","['After', 'the', 'alert', 'condition', 'had', 'long', 'since', 'returned', 'to', 'yellow', ',', 'Zawahiri', 'in', 'late', 'February', 'issued', 'another', 'audiotape', '.']"
1392,He urged the President that brigades and brigades would be coming under the banner of jihad carrying death and seeking paradise.,"['He', 'urged', 'the', 'President', 'that', 'brigades', 'and', 'brigades', 'would', 'be', 'coming', 'under', 'the', 'banner', 'of', 'jihad', 'carrying', 'death', 'and', 'seeking', 'paradise', '.']"
1393,Zawahiri said that the US should expect another 9/11 on US soil.,"['Zawahiri', 'said', 'that', 'the', 'US', 'should', 'expect', 'another', '9/11', 'on', 'US', 'soil', '.']"
1394,"According to some reports, Zawahiri is thought by intelligence to be somewhere near the border of Pakistan and Afghanistan.","['According', 'to', 'some', 'reports', ',', 'Zawahiri', 'is', 'thought', 'by', 'intelligence', 'to', 'be', 'somewhere', 'near', 'the', 'border', 'of', 'Pakistan', 'and', 'Afghanistan', '.']"
1395,"At one time, some thought he had been spotted in Iran.","['At', 'one', 'time', ',', 'some', 'thought', 'he', 'had', 'been', 'spotted', 'in', 'Iran', '.']"
1396,"Wherever he is, authorities need to focus on the traceable connection between him and those he or Atef recruited.","['Wherever', 'he', 'is', ',', 'authorities', 'need', 'to', 'focus', 'on', 'the', 'traceable', 'connection', 'between', 'him', 'and', 'those', 'he', 'or', 'Atef', 'recruited', '.']"
1397,"In October 2001, did the FBI profilers know of the draft message Khalid Mohammed had on the seized laptop (from 1995) that was signed ""Khalid Sheik Bojinka""?","['In', 'October', '2001', ',', 'did', 'the', 'FBI', 'profilers', 'know', 'of', 'the', 'draft', 'message', 'Khalid', 'Mohammed', 'had', 'on', 'the', 'seized', 'laptop', '(', 'from', '1995', ')', 'that', 'was', 'signed', '""', 'Khalid', 'Sheik', 'Bojinka', '""', '?']"
1398,The letter threatened to use biochemical weapons if the blind sheik was not released.,"['The', 'letter', 'threatened', 'to', 'use', 'biochemical', 'weapons', 'if', 'the', 'blind', 'sheik', 'was', 'not', 'released', '.']"
1399,"(Khalid Mohammed's involvement dates back to Bojinka, as does Hambali's).","['(', 'Khalid', 'Mohammed', ""'s"", 'involvement', 'dates', 'back', 'to', 'Bojinka', ',', 'as', 'does', 'Hambali', ""'s"", ')', '.']"
1400,Use of biochemical weapons as blackmail and threatened retaliation for such detentions was an alternative scenario in the Bojinka planning.,"['Use', 'of', 'biochemical', 'weapons', 'as', 'blackmail', 'and', 'threatened', 'retaliation', 'for', 'such', 'detentions', 'was', 'an', 'alternative', 'scenario', 'in', 'the', 'Bojinka', 'planning', '.']"
1401,"In May 2004, Patrick Hughes, Lieutenant General (Retired), Assistant Secretary for Information Analysis, Homeland Security Department testified before the 9/11 Commission.","['In', 'May', '2004', ',', 'Patrick', 'Hughes', ',', 'Lieutenant', 'General', '(', 'Retired', ')', ',', 'Assistant', 'Secretary', 'for', 'Information', 'Analysis', ',', 'Homeland', 'Security', 'Department', 'testified', 'before', 'the', '9/11', 'Commission', '.']"
1402,"He explained that interrogations and other evidence revealed that Al Qaeda wanted to strike the US with a nonconventional weapon, most notably anthrax.","['He', 'explained', 'that', 'interrogations', 'and', 'other', 'evidence', 'revealed', 'that', 'Al', 'Qaeda', 'wanted', 'to', 'strike', 'the', 'US', 'with', 'a', 'nonconventional', 'weapon', ',', 'most', 'notably', 'anthrax', '.']"
1403,"The same week, the WTC head testified that while they had not received any briefing on the use of planes, they had taken steps to prepare for an attack using anthrax based on intelligence that had been received.","['The', 'same', 'week', ',', 'the', 'WTC', 'head', 'testified', 'that', 'while', 'they', 'had', 'not', 'received', 'any', 'briefing', 'on', 'the', 'use', 'of', 'planes', ',', 'they', 'had', 'taken', 'steps', 'to', 'prepare', 'for', 'an', 'attack', 'using', 'anthrax', 'based', 'on', 'intelligence', 'that', 'had', 'been', 'received', '.']"
1404,"Al Qaeda has had anthrax, the raw seed product in its unweaponized form, since at least 1997, when it was purchased by Bin Laden through the Moro Islamic Liberation Front (""Moro Front"" or ""MILF"").","['Al', 'Qaeda', 'has', 'had', 'anthrax', ',', 'the', 'raw', 'seed', 'product', 'in', 'its', 'unweaponized', 'form', ',', 'since', 'at', 'least', '1997', ',', 'when', 'it', 'was', 'purchased', 'by', 'Bin', 'Laden', 'through', 'the', 'Moro', 'Islamic', 'Liberation', 'Front', '(', '""', 'Moro', 'Front', '""', 'or', '""', 'MILF', '""', ')', '.']"
1405,"Zawahiri, Al Qaeda's #2, is head of Al Qaeda's biochemical program.","['Zawahiri', ',', 'Al', 'Qaeda', ""'s"", '#', '2', ',', 'is', 'head', 'of', 'Al', 'Qaeda', ""'s"", 'biochemical', 'program', '.']"
1406,The CIA has known of Zawahiri's plans to use anthrax for a half decade.,"['The', 'CIA', 'has', 'known', 'of', 'Zawahiri', ""'s"", 'plans', 'to', 'use', 'anthrax', 'for', 'a', 'half', 'decade', '.']"
1407,The confidante and right-hand man of Dr. Ayman Zawahiri admitted that Zawahiri succeeded in obtaining anthrax and intended to use it against US targets.,"['The', 'confidante', 'and', 'right', '-', 'hand', 'man', 'of', 'Dr.', 'Ayman', 'Zawahiri', 'admitted', 'that', 'Zawahiri', 'succeeded', 'in', 'obtaining', 'anthrax', 'and', 'intended', 'to', 'use', 'it', 'against', 'US', 'targets', '.']"
1408,Another senior Al Qaeda member (a shura or policy-making council member no less) was working for the Egyptian intelligence services and he confirmed the report in a sworn lengthy confession.,"['Another', 'senior', 'Al', 'Qaeda', 'member', '(', 'a', 'shura', 'or', 'policy', '-', 'making', 'council', 'member', 'no', 'less', ')', 'was', 'working', 'for', 'the', 'Egyptian', 'intelligence', 'services', 'and', 'he', 'confirmed', 'the', 'report', 'in', 'a', 'sworn', 'lengthy', 'confession', '.']"
